trans_id,account_from,account_id,account_to,amount,date,merchant_type,new_balance,operation
7242,,63,JBHiFi,60.48,2018-02-28,Entertainment,9399.07,withdrawal
7243,,48,,75.62,2018-02-28,Transfer to Account,1244.31,deposit
7244,,27,JBHiFi,64.72,2018-02-28,Entertainment,3686.1,withdrawal
7245,,52,Coles,62.37,2018-02-28,Fuel,2463.14,withdrawal
7246,,38,Chemist Warehouse,73.91,2018-02-28,Health,3393.21,withdrawal
7247,,36,,62.57,2018-02-28,Transfer to Account,1802.83,deposit
7248,,37,Woolworths,98.2,2018-02-28,Groceries,4480.58,withdrawal
7249,,55,Target,25.28,2018-02-28,Shopping,5147.99,withdrawal
7250,,16,Chemist Warehouse,16.39,2018-02-28,Health,-1620.25,withdrawal
7251,,62,,35.51,2018-02-28,Income,5031.89,deposit
7252,,52,,39.66,2018-02-28,Income,2502.8,deposit
7253,,37,Hungry Jacks,56.4,2018-02-28,Food,4424.18,withdrawal
7254,,56,EB Games,15.61,2018-02-28,Entertainment,4130.52,withdrawal
7255,,41,Chemist Warehouse,25.87,2018-02-28,Health,1944.56,withdrawal
7256,,32,,39.4,2018-02-28,Uncategorised,1618.7,withdrawal
7257,,31,,14.11,2018-02-28,Income,4635.81,deposit
7258,,21,,47.12,2018-02-28,Transfer from Account,-2481.83,withdrawal
7259,,26,Target,81.23,2018-02-28,Shopping,4593.22,withdrawal
7260,,17,,61.86,2018-02-28,Transfer to Account,1019.35,deposit
7261,,32,Shell,74.93,2018-02-28,Fuel,1543.77,withdrawal
7262,,47,,51.47,2018-02-28,Transfer to Account,2182.27,deposit
7263,,36,,21.68,2018-02-28,Transfer to Account,1824.51,deposit
7264,,48,,17.74,2018-02-28,Transfer to Account,1262.05,deposit
7265,,19,Priceline Pharmacy,53.04,2018-03-01,Health,4306.21,withdrawal
7266,,53,,70.01,2018-03-01,Transfer from Account,-1282.38,withdrawal
7267,,34,711,13.0,2018-03-01,Fuel,-2971.59,withdrawal
7268,,50,McDonalds,62.66,2018-03-01,Food,6595.18,withdrawal
7269,,38,Event Cinemas,48.64,2018-03-01,Entertainment,3344.57,withdrawal
7270,,16,,83.71,2018-03-01,Transfer from Account,-1703.96,withdrawal
7271,,25,Big W,64.45,2018-03-01,Shopping,-3081.95,withdrawal
7272,,49,Coles,80.13,2018-03-01,Fuel,4957.71,withdrawal
7273,,38,,71.45,2018-03-01,Uncategorised,3273.12,withdrawal
7274,,29,,34.97,2018-03-01,Income,-3662.58,deposit
7275,,1,,76.13,2018-03-01,Income,199.38,deposit
7276,,13,,22.67,2018-03-01,Transfer to Account,2138.3,deposit
7277,,54,Coles,56.75,2018-03-01,Fuel,7475.75,withdrawal
7278,,66,,25.25,2018-03-01,Transfer to Account,2587.66,deposit
7279,,63,Chemist Warehouse,88.2,2018-03-01,Health,9310.87,withdrawal
7280,,44,Coles,75.84,2018-03-01,Groceries,5834.61,withdrawal
7281,,23,Caltex,49.14,2018-03-01,Fuel,-2757.87,withdrawal
7282,,11,,29.47,2018-03-01,Income,1926.92,deposit
7283,,56,,77.29,2018-03-01,Uncategorised,4053.23,withdrawal
7284,,34,Chemist Warehouse,35.97,2018-03-01,Health,-3007.56,withdrawal
7285,,32,,69.16,2018-03-01,Transfer to Account,1612.93,deposit
7286,,32,,67.02,2018-03-01,Uncategorised,1545.91,withdrawal
7287,,64,McDonalds,24.74,2018-03-01,Food,359.19,withdrawal
7288,,33,EB Games,52.25,2018-03-01,Entertainment,2064.76,withdrawal
7289,,24,,74.31,2018-03-01,Transfer from Account,6848.6,withdrawal
7290,,57,,30.66,2018-03-01,Uncategorised,7325.42,withdrawal
7291,,19,,61.44,2018-03-01,Income,4367.65,deposit
7292,,39,Kmart,74.84,2018-03-01,Shopping,2987.24,withdrawal
7293,,27,Shell,94.24,2018-03-02,Fuel,3591.86,withdrawal
7294,,30,Coles,48.8,2018-03-02,Groceries,-3650.01,withdrawal
7295,,45,Kmart,93.54,2018-03-02,Shopping,-2614.98,withdrawal
7296,,15,,22.31,2018-03-02,Income,-3834.88,deposit
7297,,9,McDonalds,83.84,2018-03-02,Food,763.8,withdrawal
7298,,67,,84.68,2018-03-02,Uncategorised,5605.15,withdrawal
7299,,12,,57.07,2018-03-02,Income,1117.95,deposit
7300,,29,Event Cinemas,99.54,2018-03-02,Entertainment,-3762.12,withdrawal
7301,,25,Priceline Pharmacy,33.96,2018-03-02,Health,-3115.91,withdrawal
7302,,53,Aldi,40.94,2018-03-02,Groceries,-1323.32,withdrawal
7303,,64,Coles,19.25,2018-03-02,Groceries,339.94,withdrawal
7304,,67,JBHiFi,94.55,2018-03-02,Entertainment,5510.6,withdrawal
7305,,47,711,41.16,2018-03-02,Fuel,2141.11,withdrawal
7306,,60,Aldi,61.96,2018-03-02,Groceries,8700.46,withdrawal
7307,,49,Shell,57.98,2018-03-02,Fuel,4899.73,withdrawal
7308,,59,,13.58,2018-03-02,Income,2937.41,deposit
7309,,56,,90.08,2018-03-02,Transfer to Account,4143.31,deposit
7310,,23,Kmart,37.81,2018-03-02,Shopping,-2795.68,withdrawal
7311,,31,,57.93,2018-03-02,Uncategorised,4577.88,withdrawal
7312,,9,Event Cinemas,71.89,2018-03-02,Entertainment,691.91,withdrawal
7313,,34,,10.4,2018-03-02,Transfer to Account,-2997.16,deposit
7314,,27,Event Cinemas,72.16,2018-03-02,Entertainment,3519.7,withdrawal
7315,,50,Chemist Warehouse,70.24,2018-03-02,Health,6524.94,withdrawal
7316,,6,,65.5,2018-03-03,Uncategorised,1347.63,withdrawal
7317,,13,,6.64,2018-03-03,Income,2144.94,deposit
7318,,17,EB Games,45.25,2018-03-03,Entertainment,974.1,withdrawal
7319,,15,Red Rooster,72.79,2018-03-03,Food,-3907.67,withdrawal
7320,,21,,16.08,2018-03-03,Transfer to Account,-2465.75,deposit
7321,,59,,45.61,2018-03-03,Uncategorised,2891.8,withdrawal
7322,,20,,9.26,2018-03-03,Transfer to Account,-458.01,deposit
7323,,27,,97.12,2018-03-03,Transfer to Account,3616.82,deposit
7324,,20,Coles,58.32,2018-03-03,Fuel,-516.33,withdrawal
7325,,67,Shell,25.07,2018-03-03,Fuel,5485.53,withdrawal
7326,,54,,52.01,2018-03-03,Uncategorised,7423.74,withdrawal
7327,,64,,74.38,2018-03-03,Uncategorised,265.56,withdrawal
7328,,26,Priceline Pharmacy,66.87,2018-03-03,Health,4526.35,withdrawal
7329,,61,McDonalds,31.79,2018-03-03,Food,2323.81,withdrawal
7330,,47,,89.36,2018-03-03,Transfer to Account,2230.47,deposit
7331,,32,Woolworths,72.73,2018-03-03,Groceries,1473.18,withdrawal
7332,,9,Kmart,38.69,2018-03-03,Shopping,653.22,withdrawal
7333,,61,,58.86,2018-03-03,Transfer from Account,2264.95,withdrawal
7334,,10,Priceline Pharmacy,68.35,2018-03-03,Health,1693.84,withdrawal
7335,,42,Priceline Pharmacy,38.87,2018-03-03,Health,5249.15,withdrawal
7336,,54,IGA,16.04,2018-03-03,Groceries,7407.7,withdrawal
7337,,53,Target,33.09,2018-03-03,Shopping,-1356.41,withdrawal
7338,,40,,96.88,2018-03-03,Transfer to Account,6412.4,deposit
7339,,3,Kmart,34.41,2018-03-04,Shopping,-4529.73,withdrawal
7340,,68,EB Games,41.4,2018-03-04,Entertainment,7618.56,withdrawal
7341,,37,Event Cinemas,67.04,2018-03-04,Entertainment,4357.14,withdrawal
7342,,7,,87.0,2018-03-04,Income,1347.08,deposit
7343,,60,,13.08,2018-03-04,Income,8713.54,deposit
7344,,50,,88.03,2018-03-04,Transfer to Account,6612.97,deposit
7345,,54,,14.75,2018-03-04,Transfer to Account,7422.45,deposit
7346,,22,Red Rooster,46.54,2018-03-04,Food,3948.8,withdrawal
7347,,35,,94.43,2018-03-04,Transfer to Account,-1768.05,deposit
7348,,22,,61.78,2018-03-04,Income,4010.58,deposit
7349,,31,711,33.07,2018-03-04,Fuel,4544.81,withdrawal
7350,,44,,12.9,2018-03-04,Uncategorised,5821.71,withdrawal
7351,,62,Caltex,6.67,2018-03-04,Fuel,5025.22,withdrawal
7352,,63,JBHiFi,45.51,2018-03-04,Entertainment,9265.36,withdrawal
7353,,42,,48.7,2018-03-04,Uncategorised,5200.45,withdrawal
7354,,50,Target,73.48,2018-03-04,Shopping,6539.49,withdrawal
7355,,3,Hungry Jacks,68.03,2018-03-04,Food,-4597.76,withdrawal
7356,,4,Kmart,27.27,2018-03-04,Shopping,-469.93,withdrawal
7357,,52,Myer,29.81,2018-03-04,Shopping,2472.99,withdrawal
7358,,65,,3.27,2018-03-04,Transfer from Account,4920.43,withdrawal
7359,,13,,7.94,2018-03-04,Income,2152.88,deposit
7360,,9,EB Games,87.07,2018-03-04,Entertainment,566.15,withdrawal
7361,,63,Aldi,64.49,2018-03-04,Groceries,9200.87,withdrawal
7362,,25,Hungry Jacks,95.0,2018-03-04,Food,-3210.91,withdrawal
7363,,67,Shell,8.82,2018-03-04,Fuel,5476.71,withdrawal
7364,,50,,1.68,2018-03-04,Transfer from Account,6537.81,withdrawal
7365,,33,Event Cinemas,8.53,2018-03-04,Entertainment,2056.23,withdrawal
7366,,55,KFC,11.46,2018-03-04,Food,5136.53,withdrawal
7367,,45,,17.74,2018-03-04,Transfer from Account,-2632.72,withdrawal
7368,,53,JBHiFi,90.91,2018-03-04,Entertainment,-1447.32,withdrawal
7369,,65,,46.13,2018-03-05,Transfer from Account,4874.3,withdrawal
7370,,42,,28.59,2018-03-05,Transfer from Account,5171.86,withdrawal
7371,,58,Event Cinemas,90.1,2018-03-05,Entertainment,8284.51,withdrawal
7372,,33,Event Cinemas,46.96,2018-03-05,Entertainment,2009.27,withdrawal
7373,,49,,64.21,2018-03-05,Transfer to Account,4963.94,deposit
7374,,28,,75.08,2018-03-05,Uncategorised,4332.25,withdrawal
7375,,53,Target,45.75,2018-03-05,Shopping,-1493.07,withdrawal
7376,,43,IGA,65.33,2018-03-05,Groceries,6205.94,withdrawal
7377,,26,,99.51,2018-03-05,Income,4625.86,deposit
7378,,28,,84.92,2018-03-05,Income,4417.17,deposit
7379,,23,KFC,10.28,2018-03-05,Food,-2805.96,withdrawal
7380,,32,,94.2,2018-03-05,Uncategorised,1378.98,withdrawal
7381,,19,McDonalds,81.11,2018-03-05,Food,4286.54,withdrawal
7382,,12,,63.09,2018-03-05,Income,1181.04,deposit
7383,,41,Red Rooster,93.48,2018-03-05,Food,1851.08,withdrawal
7384,,13,Red Rooster,99.3,2018-03-05,Food,2053.58,withdrawal
7385,,57,Big W,18.54,2018-03-05,Shopping,7306.88,withdrawal
7386,,26,,80.13,2018-03-05,Transfer to Account,4705.99,deposit
7387,,66,,89.65,2018-03-05,Income,2677.31,deposit
7388,,53,711,97.13,2018-03-06,Fuel,-1590.2,withdrawal
7389,,51,EB Games,64.68,2018-03-06,Entertainment,3616.49,withdrawal
7390,,12,,18.63,2018-03-06,Transfer from Account,1162.41,withdrawal
7391,,46,Chemist Warehouse,88.85,2018-03-06,Health,610.73,withdrawal
7392,,67,Shell,53.84,2018-03-06,Fuel,5422.87,withdrawal
7393,,66,Big W,45.33,2018-03-06,Shopping,2631.98,withdrawal
7394,,42,Caltex,21.22,2018-03-06,Fuel,5150.64,withdrawal
7395,,43,IGA,24.92,2018-03-06,Groceries,6181.02,withdrawal
7396,,59,,62.37,2018-03-06,Uncategorised,2829.43,withdrawal
7397,,25,,85.93,2018-03-06,Transfer to Account,-3124.98,deposit
7398,,36,Shell,99.66,2018-03-06,Fuel,1724.85,withdrawal
7399,,35,,27.56,2018-03-06,Uncategorised,-1795.61,withdrawal
7400,,65,,36.99,2018-03-06,Income,4911.29,deposit
7401,,67,Aldi,58.54,2018-03-06,Groceries,5364.33,withdrawal
7402,,9,,76.41,2018-03-06,Income,642.56,deposit
7403,,12,Big W,62.17,2018-03-06,Shopping,1100.24,withdrawal
7404,,66,,24.4,2018-03-06,Transfer from Account,2607.58,withdrawal
7405,,39,,37.01,2018-03-06,Transfer to Account,3024.25,deposit
7406,,56,Chemist Warehouse,2.93,2018-03-06,Health,4140.38,withdrawal
7407,,15,EB Games,7.01,2018-03-06,Entertainment,-3914.68,withdrawal
7408,,68,Myer,64.07,2018-03-06,Shopping,7554.49,withdrawal
7409,,49,Myer,12.86,2018-03-06,Shopping,4951.08,withdrawal
7410,,50,711,88.26,2018-03-06,Fuel,6449.55,withdrawal
7411,,21,Hungry Jacks,4.7,2018-03-06,Food,-2470.45,withdrawal
7412,,55,,62.41,2018-03-06,Transfer to Account,5198.94,deposit
7413,,66,Caltex,32.49,2018-03-06,Fuel,2575.09,withdrawal
7414,,19,,52.72,2018-03-06,Transfer from Account,4233.82,withdrawal
7415,,54,Kmart,29.06,2018-03-06,Shopping,7393.39,withdrawal
7416,,67,McDonalds,52.22,2018-03-06,Food,5312.11,withdrawal
7417,,59,,73.28,2018-03-06,Transfer to Account,2902.71,deposit
7418,,37,,28.68,2018-03-07,Uncategorised,4328.46,withdrawal
7419,,66,Lowes,10.13,2018-03-07,Shopping,2564.96,withdrawal
7420,,64,Kmart,50.49,2018-03-07,Shopping,215.07,withdrawal
7421,,51,McDonalds,94.16,2018-03-07,Food,3522.33,withdrawal
7422,,46,JBHiFi,76.81,2018-03-07,Entertainment,533.92,withdrawal
7423,,66,Chemist Warehouse,80.71,2018-03-07,Health,2484.25,withdrawal
7424,,57,KFC,8.95,2018-03-07,Food,7297.93,withdrawal
7425,,66,Coles,91.96,2018-03-07,Groceries,2392.29,withdrawal
7426,,58,,30.92,2018-03-07,Transfer to Account,8315.43,deposit
7427,,67,McDonalds,94.35,2018-03-07,Food,5217.76,withdrawal
7428,,4,Priceline Pharmacy,21.26,2018-03-07,Health,-491.19,withdrawal
7429,,3,,95.0,2018-03-07,Income,-4502.76,deposit
7430,,57,,78.34,2018-03-07,Income,7376.27,deposit
7431,,46,Event Cinemas,45.09,2018-03-07,Entertainment,488.83,withdrawal
7432,,28,,56.06,2018-03-07,Transfer to Account,4473.23,deposit
7433,,49,Event Cinemas,42.53,2018-03-07,Entertainment,4908.55,withdrawal
7434,,13,KFC,95.21,2018-03-07,Food,1958.37,withdrawal
7435,,48,,50.49,2018-03-07,Transfer to Account,1312.54,deposit
7436,,14,Shell,97.73,2018-03-07,Fuel,4728.51,withdrawal
7437,,63,Lowes,3.49,2018-03-07,Shopping,9197.38,withdrawal
7438,,47,Big W,19.99,2018-03-07,Shopping,2210.48,withdrawal
7439,,53,,35.31,2018-03-07,Uncategorised,-1625.51,withdrawal
7440,,33,IGA,43.5,2018-03-07,Groceries,1965.77,withdrawal
7441,,9,Red Rooster,68.54,2018-03-08,Food,574.02,withdrawal
7442,,62,EB Games,6.63,2018-03-08,Entertainment,5018.59,withdrawal
7443,,52,,71.39,2018-03-08,Transfer to Account,2544.38,deposit
7444,,19,Target,31.07,2018-03-08,Shopping,4202.75,withdrawal
7445,,46,Hungry Jacks,53.85,2018-03-08,Food,434.98,withdrawal
7446,,68,EB Games,94.1,2018-03-08,Entertainment,7460.39,withdrawal
7447,,58,EB Games,46.6,2018-03-08,Entertainment,8268.83,withdrawal
7448,,42,JBHiFi,37.88,2018-03-08,Entertainment,5112.76,withdrawal
7449,,68,Priceline Pharmacy,86.4,2018-03-08,Health,7373.99,withdrawal
7450,,26,Aldi,3.62,2018-03-08,Groceries,4702.37,withdrawal
7451,,53,,38.03,2018-03-08,Transfer from Account,-1663.54,withdrawal
7452,,34,Chemist Warehouse,30.49,2018-03-08,Health,-3027.65,withdrawal
7453,,9,Event Cinemas,42.39,2018-03-08,Entertainment,531.63,withdrawal
7454,,20,Big W,7.72,2018-03-08,Shopping,-524.05,withdrawal
7455,,42,Lowes,23.71,2018-03-08,Shopping,5089.05,withdrawal
7456,,53,Aldi,87.32,2018-03-08,Groceries,-1750.86,withdrawal
7457,,6,,92.81,2018-03-08,Income,1440.44,deposit
7458,,40,KFC,29.72,2018-03-08,Food,6382.68,withdrawal
7459,,58,Hungry Jacks,59.31,2018-03-08,Food,8209.52,withdrawal
7460,,39,EB Games,54.56,2018-03-08,Entertainment,2969.69,withdrawal
7461,,21,Coles,67.4,2018-03-08,Groceries,-2537.85,withdrawal
7462,,59,711,89.0,2018-03-08,Fuel,2813.71,withdrawal
7463,,51,Chemist Warehouse,39.1,2018-03-09,Health,3483.23,withdrawal
7464,,64,Shell,22.92,2018-03-09,Fuel,192.15,withdrawal
7465,,26,Red Rooster,35.91,2018-03-09,Food,4666.46,withdrawal
7466,,44,,49.12,2018-03-09,Income,5870.83,deposit
7467,,39,Myer,30.78,2018-03-09,Shopping,2938.91,withdrawal
7468,,37,711,88.29,2018-03-09,Fuel,4240.17,withdrawal
7469,,7,,7.07,2018-03-09,Transfer to Account,1354.15,deposit
7470,,38,Coles,45.59,2018-03-09,Groceries,3227.53,withdrawal
7471,,47,Hungry Jacks,65.82,2018-03-09,Food,2144.66,withdrawal
7472,,55,Lowes,32.52,2018-03-09,Shopping,5166.42,withdrawal
7473,,70,EB Games,21.65,2018-03-09,Entertainment,1509.16,withdrawal
7474,,66,Event Cinemas,66.09,2018-03-09,Entertainment,2326.2,withdrawal
7475,,43,JBHiFi,40.24,2018-03-09,Entertainment,6140.78,withdrawal
7476,,57,McDonalds,30.92,2018-03-09,Food,7345.35,withdrawal
7477,,58,EB Games,15.1,2018-03-09,Entertainment,8194.42,withdrawal
7478,,13,,48.33,2018-03-09,Transfer from Account,1910.04,withdrawal
7479,,56,,26.72,2018-03-09,Transfer from Account,4113.66,withdrawal
7480,,48,,45.05,2018-03-09,Income,1357.59,deposit
7481,,5,Coles,60.94,2018-03-09,Groceries,-3053.83,withdrawal
7482,,58,Target,47.05,2018-03-09,Shopping,8147.37,withdrawal
7483,,69,Big W,18.63,2018-03-09,Shopping,9975.72,withdrawal
7484,,54,EB Games,48.22,2018-03-09,Entertainment,7345.17,withdrawal
7485,,22,,56.37,2018-03-09,Transfer from Account,3954.21,withdrawal
7486,,66,,19.59,2018-03-10,Transfer from Account,2306.61,withdrawal
7487,,24,Coles,59.55,2018-03-10,Fuel,6789.05,withdrawal
7488,,65,,33.36,2018-03-10,Uncategorised,4877.93,withdrawal
7489,,55,EB Games,21.45,2018-03-10,Entertainment,5144.97,withdrawal
7490,,52,,76.29,2018-03-10,Uncategorised,2468.09,withdrawal
7491,,38,KFC,67.65,2018-03-10,Food,3159.88,withdrawal
7492,,6,,45.65,2018-03-10,Transfer to Account,1486.09,deposit
7493,,18,,31.67,2018-03-10,Transfer from Account,3871.68,withdrawal
7494,,44,IGA,47.58,2018-03-10,Groceries,5823.25,withdrawal
7495,,52,Priceline Pharmacy,55.73,2018-03-10,Health,2412.36,withdrawal
7496,,69,,48.29,2018-03-10,Uncategorised,9927.43,withdrawal
7497,,60,,96.96,2018-03-10,Uncategorised,8616.58,withdrawal
7498,,40,KFC,57.55,2018-03-10,Food,6325.13,withdrawal
7499,,54,JBHiFi,63.48,2018-03-10,Entertainment,7281.69,withdrawal
7500,,41,EB Games,24.24,2018-03-10,Entertainment,1826.84,withdrawal
7501,,39,,25.21,2018-03-10,Uncategorised,2913.7,withdrawal
7502,,21,EB Games,7.72,2018-03-10,Entertainment,-2545.57,withdrawal
7503,,56,Priceline Pharmacy,95.82,2018-03-10,Health,4017.84,withdrawal
7504,,27,,51.58,2018-03-10,Income,3668.4,deposit
7505,,41,Coles,68.91,2018-03-10,Groceries,1757.93,withdrawal
7506,,43,Hungry Jacks,78.36,2018-03-10,Food,6062.42,withdrawal
7507,,27,,52.87,2018-03-10,Income,3721.27,deposit
7508,,51,,36.34,2018-03-10,Transfer to Account,3519.57,deposit
7509,,60,Target,62.09,2018-03-10,Shopping,8554.49,withdrawal
7510,,17,McDonalds,74.92,2018-03-10,Food,899.18,withdrawal
7511,,67,,79.83,2018-03-10,Transfer from Account,5137.93,withdrawal
7512,,56,Woolworths,78.91,2018-03-10,Groceries,3938.93,withdrawal
7513,,69,Chemist Warehouse,64.73,2018-03-11,Health,9862.7,withdrawal
7514,,33,Priceline Pharmacy,19.88,2018-03-11,Health,1945.89,withdrawal
7515,,14,Lowes,51.29,2018-03-11,Shopping,4677.22,withdrawal
7516,,57,,20.43,2018-03-11,Transfer to Account,7365.78,deposit
7517,,34,,29.98,2018-03-11,Income,-2997.67,deposit
7518,,56,Chemist Warehouse,49.68,2018-03-11,Health,3889.25,withdrawal
7519,,11,,24.9,2018-03-11,Transfer from Account,1902.02,withdrawal
7520,,64,,85.73,2018-03-11,Transfer to Account,277.88,deposit
7521,,39,Aldi,77.91,2018-03-11,Groceries,2835.79,withdrawal
7522,,42,Woolworths,39.28,2018-03-11,Groceries,5049.77,withdrawal
7523,,23,711,60.87,2018-03-11,Fuel,-2866.83,withdrawal
7524,,57,,70.59,2018-03-11,Transfer from Account,7295.19,withdrawal
7525,,25,,50.68,2018-03-11,Transfer from Account,-3175.66,withdrawal
7526,,39,McDonalds,97.58,2018-03-11,Food,2738.21,withdrawal
7527,,41,,17.66,2018-03-11,Transfer from Account,1740.27,withdrawal
7528,,65,Priceline Pharmacy,16.61,2018-03-11,Health,4861.32,withdrawal
7529,,69,Chemist Warehouse,53.63,2018-03-11,Health,9809.07,withdrawal
7530,,26,,15.58,2018-03-11,Transfer to Account,4682.04,deposit
7531,,50,Caltex,61.95,2018-03-12,Fuel,6387.6,withdrawal
7532,,53,Target,56.13,2018-03-12,Shopping,-1806.99,withdrawal
7533,,31,Woolworths,77.67,2018-03-12,Groceries,4467.14,withdrawal
7534,,67,,89.61,2018-03-12,Income,5227.54,deposit
7535,,9,Shell,3.02,2018-03-12,Fuel,528.61,withdrawal
7536,,68,Priceline Pharmacy,18.26,2018-03-12,Health,7355.73,withdrawal
7537,,36,McDonalds,61.52,2018-03-12,Food,1663.33,withdrawal
7538,,33,Aldi,62.22,2018-03-12,Groceries,1883.67,withdrawal
7539,,47,711,24.81,2018-03-12,Fuel,2119.85,withdrawal
7540,,49,Caltex,18.13,2018-03-12,Fuel,4890.42,withdrawal
7541,,43,Priceline Pharmacy,33.11,2018-03-12,Health,6029.31,withdrawal
7542,,32,Caltex,25.86,2018-03-12,Fuel,1353.12,withdrawal
7543,,67,Lowes,36.86,2018-03-12,Shopping,5190.68,withdrawal
7544,,70,,96.52,2018-03-12,Transfer to Account,1605.68,deposit
7545,,36,,61.7,2018-03-12,Transfer to Account,1725.03,deposit
7546,,15,,7.87,2018-03-12,Income,-3906.81,deposit
7547,,55,,93.33,2018-03-12,Uncategorised,5051.64,withdrawal
7548,,26,Event Cinemas,92.38,2018-03-12,Entertainment,4589.66,withdrawal
7549,,57,EB Games,36.25,2018-03-12,Entertainment,7258.94,withdrawal
7550,,48,IGA,13.14,2018-03-12,Groceries,1344.45,withdrawal
7551,,50,,51.66,2018-03-12,Transfer to Account,6439.26,deposit
7552,,41,Coles,35.65,2018-03-12,Fuel,1704.62,withdrawal
7553,,65,,22.62,2018-03-12,Transfer from Account,4838.7,withdrawal
7554,,60,Chemist Warehouse,92.02,2018-03-12,Health,8462.47,withdrawal
7555,,63,Kmart,72.35,2018-03-12,Shopping,9125.03,withdrawal
7556,,20,,65.75,2018-03-12,Transfer to Account,-458.3,deposit
7557,,16,McDonalds,59.96,2018-03-12,Food,-1763.92,withdrawal
7558,,60,Shell,87.97,2018-03-13,Fuel,8374.5,withdrawal
7559,,35,Coles,24.82,2018-03-13,Fuel,-1820.43,withdrawal
7560,,31,Event Cinemas,5.07,2018-03-13,Entertainment,4462.07,withdrawal
7561,,5,Lowes,24.67,2018-03-13,Shopping,-3078.5,withdrawal
7562,,62,Aldi,17.72,2018-03-13,Groceries,5000.87,withdrawal
7563,,31,Myer,27.7,2018-03-13,Shopping,4434.37,withdrawal
7564,,27,Myer,83.8,2018-03-13,Shopping,3637.47,withdrawal
7565,,51,,59.04,2018-03-13,Transfer to Account,3578.61,deposit
7566,,46,,38.57,2018-03-13,Income,473.55,deposit
7567,,37,Lowes,6.26,2018-03-13,Shopping,4233.91,withdrawal
7568,,56,Shell,48.49,2018-03-13,Fuel,3840.76,withdrawal
7569,,23,Lowes,9.32,2018-03-13,Shopping,-2876.15,withdrawal
7570,,54,EB Games,42.11,2018-03-13,Entertainment,7239.58,withdrawal
7571,,62,Coles,48.71,2018-03-13,Groceries,4952.16,withdrawal
7572,,51,Chemist Warehouse,46.88,2018-03-13,Health,3531.73,withdrawal
7573,,27,,82.01,2018-03-13,Transfer to Account,3719.48,deposit
7574,,48,KFC,6.05,2018-03-13,Food,1338.4,withdrawal
7575,,64,,38.01,2018-03-13,Uncategorised,239.87,withdrawal
7576,,17,Event Cinemas,6.42,2018-03-13,Entertainment,892.76,withdrawal
7577,,44,,12.45,2018-03-13,Uncategorised,5810.8,withdrawal
7578,,42,,84.93,2018-03-13,Transfer from Account,4964.84,withdrawal
7579,,36,,99.78,2018-03-13,Transfer to Account,1824.81,deposit
7580,,68,Myer,3.07,2018-03-13,Shopping,7352.66,withdrawal
7581,,23,Myer,40.04,2018-03-13,Shopping,-2916.19,withdrawal
7582,,69,,90.61,2018-03-14,Income,9899.68,deposit
7583,,39,,64.59,2018-03-14,Income,2802.8,deposit
7584,,62,,41.9,2018-03-14,Transfer from Account,4910.26,withdrawal
7585,,63,Priceline Pharmacy,52.98,2018-03-14,Health,9072.05,withdrawal
7586,,53,Hungry Jacks,8.46,2018-03-14,Food,-1815.45,withdrawal
7587,,64,,6.97,2018-03-14,Uncategorised,232.9,withdrawal
7588,,66,,83.77,2018-03-14,Uncategorised,2222.84,withdrawal
7589,,22,Aldi,82.39,2018-03-14,Groceries,3871.82,withdrawal
7590,,23,Priceline Pharmacy,39.25,2018-03-14,Health,-2955.44,withdrawal
7591,,32,Caltex,44.36,2018-03-14,Fuel,1308.76,withdrawal
7592,,42,,14.82,2018-03-14,Income,4979.66,deposit
7593,,69,,66.98,2018-03-14,Income,9966.66,deposit
7594,,44,EB Games,79.66,2018-03-14,Entertainment,5731.14,withdrawal
7595,,27,,42.12,2018-03-14,Transfer from Account,3677.36,withdrawal
7596,,49,,26.62,2018-03-14,Transfer from Account,4863.8,withdrawal
7597,,41,Lowes,91.46,2018-03-14,Shopping,1613.16,withdrawal
7598,,71,JBHiFi,69.64,2018-03-14,Entertainment,4345.3,withdrawal
7599,,12,,26.0,2018-03-14,Income,1126.24,deposit
7600,,35,,29.61,2018-03-14,Transfer to Account,-1790.82,deposit
7601,,21,Target,37.92,2018-03-14,Shopping,-2583.49,withdrawal
7602,,56,,42.09,2018-03-14,Uncategorised,3798.67,withdrawal
7603,,62,Chemist Warehouse,82.67,2018-03-14,Health,4827.59,withdrawal
7604,,40,,42.13,2018-03-14,Transfer to Account,6367.26,deposit
7605,,27,,93.94,2018-03-14,Transfer from Account,3583.42,withdrawal
7606,,61,,49.98,2018-03-15,Uncategorised,2214.97,withdrawal
7607,,27,Event Cinemas,38.72,2018-03-15,Entertainment,3544.7,withdrawal
7608,,65,,80.18,2018-03-15,Income,4918.88,deposit
7609,,51,Priceline Pharmacy,5.95,2018-03-15,Health,3525.78,withdrawal
7610,,50,Chemist Warehouse,52.72,2018-03-15,Health,6386.54,withdrawal
7611,,19,Kmart,73.62,2018-03-15,Shopping,4129.13,withdrawal
7612,,33,JBHiFi,53.41,2018-03-15,Entertainment,1830.26,withdrawal
7613,,65,Aldi,13.46,2018-03-15,Groceries,4905.42,withdrawal
7614,,66,,73.19,2018-03-15,Transfer from Account,2149.65,withdrawal
7615,,59,,71.1,2018-03-15,Income,2884.81,deposit
7616,,35,,62.51,2018-03-15,Transfer to Account,-1728.31,deposit
7617,,57,Kmart,75.25,2018-03-15,Shopping,7183.69,withdrawal
7618,,34,Aldi,84.56,2018-03-15,Groceries,-3082.23,withdrawal
